"","placeID","Rpayment","Rcuisine","hours","days","parking_lot","latitude","longitude","the_geom_meter","name","address","city","state","country","fax","zip","alcohol","smoking_area","dress_code","accessibility","price","url","Rambience","franchise","area","other_services","userID","rating","food_rating","service_rating"
"31",135106,"cash","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1078",2,2,2
"32",135106,"cash","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1002",1,1,1
"33",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1055",2,2,2
"34",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1126",2,2,2
"35",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1024",1,1,1
"36",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1004",2,2,2
"37",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1106",0,0,0
"38",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1016",2,2,2
"39",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1101",0,0,0
"40",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1135",0,0,0
"41",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1078",2,2,2
"42",135106,"cash","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1002",1,1,1
"43",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1055",2,2,2
"44",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1126",2,2,2
"45",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1024",1,1,1
"46",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1004",2,2,2
"47",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1106",0,0,0
"48",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1016",2,2,2
"49",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1101",0,0,0
"50",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1135",0,0,0
"51",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1078",2,2,2
"52",135106,"VISA","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1002",1,1,1
"53",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1055",2,2,2
"54",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1126",2,2,2
"55",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1024",1,1,1
"56",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1004",2,2,2
"57",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1106",0,0,0
"58",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1016",2,2,2
"59",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1101",0,0,0
"60",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1135",0,0,0
"61",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1078",2,2,2
"62",135106,"VISA","Mexican","18:00-23:30;","Sat;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1002",1,1,1
"63",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1055",2,2,2
"64",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1126",2,2,2
"65",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1024",1,1,1
"66",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1004",2,2,2
"67",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1106",0,0,0
"68",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1016",2,2,2
"69",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1101",0,0,0
"70",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1135",0,0,0
"71",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1078",2,2,2
"72",135106,"VISA","Mexican","18:00-21:00;","Sun;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1002",1,1,1
"73",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1055",2,2,2
"74",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1126",2,2,2
"75",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1024",1,1,1
"76",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1004",2,2,2
"77",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1106",0,0,0
"78",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1016",2,2,2
"79",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1101",0,0,0
"80",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1135",0,0,0
"81",135106,"MasterCard-Eurocard","Mexican","18:00-23:30;","Mon;Tue;Wed;Thu;Fri;","none",22.1497088,-100.9760928,"0101000020957F0000649D6F21634858C119AE9BF528A34B41","El Rincón de San Francisco","Universidad 169","San Luis Potosi","San Luis Potosi","Mexico","?","78000","Wine-Beer","only at bar","informal","partially","medium","?","familiar","f","open","none","U1078",2,2,2
