"userID","Visit_Date","Visit.Hour","Total_Bill","Rpayment","address","city","state","country","zip","rating","food_rating","service_rating","southindian","southindian_QTY","southindian_UnitPrice","starter","starter_QTY","starter_UnitPrice","Sabji","Sabji_QTY","Sabji_UnitPrice","Bread","Bread_QTY","Bread_UnitPrice","Rice","Rice_QTY","Rice_UnitPrice","Sweet","Sweet_QTY","Sweet_UnitPrice"
"U1135","30-10-17",8,1815,"cash","Hadapsar","Pune","Maharashtra","India",411291,4,5,5,"wada",3,45,"chicken Kabab",1,320,"Chicken Tikka",2,360,"Aaloo paratha",2,70,"Pulao",2,190,"Barfi",2,60
"U1078","12-03-17",23,965,"cash","Anandnagar","Pune","Maharashtra","India",411205,1,2,1,"idli",4,60,"Masala Papad",2,40,"Alu Matar",1,145,"Butter Naan",3,40,"Veg Biryani",1,280,"Kulfi",2,50
"U1002","11-01-17",10,1705,"cash","Hadapsar","Pune","Maharashtra","India",411313,2,1,2,"paratha",1,70,"Chili Chicken",2,260,"Alu Matar",1,145,"Aaloo paratha",4,70,"Steam Rice",3,160,"Gulab Jamun",3,70
"U1055","25-06-17",18,1840,"cash","Wagholi","Pune","Maharashtra","India",411540,1,3,1,"dosa",3,70,"Chili Chicken",2,260,"Butter Chicken",2,340,"Tandoor Roti",4,30,"Pulao",1,190,"Carrot Halwa",1,120
"U1126","27-04-17",16,2275,"cash","Parvati Hill","Pune","Maharashtra","India",411410,3,2,3,"idli",1,60,"Veg Kabab",3,270,"Chana Masala",1,130,"Butter Naan",2,40,"Veg Biryani",4,280,"Ice Cream",1,75
"U1024","09-12-17",17,1600,"cash","Ganeshkhind","Pune","Maharashtra","India",411026,5,4,5,"wada",4,45,"Masala Papad",1,40,"Paneer Butter Masala",2,190,"Chapati",2,20,"Steam Rice",3,160,"Carrot Halwa",4,120
"U1004","07-11-17",7,1940,"cash","Aundh","Pune","Maharashtra","India",411723,1,1,5,"Dhokla",3,50,"Chaat Papri",1,50,"Butter Chicken",1,340,"Butter Naan",4,40,"Chicken Biriyani",3,360,"Kheer",2,80
"U1106","03-11-17",10,1225,"cash","Yerwada","Pune","Maharashtra","India",411226,5,3,3,"Dhokla",4,50,"Chaat Papri",3,50,"Chicken Tikka",1,360,"Butter Naan",4,40,"Veg Biryani",1,280,"Ice Cream",1,75
"U1016","28-06-17",8,2420,"cash","Shivajinagar","Pune","Maharashtra","India",411203,5,1,4,"idli",3,60,"Veg Kabab",1,270,"Beef Vindaloo",2,420,"Aaloo paratha",2,70,"Veg Biryani",3,280,"Kulfi",3,50
"U1101","01-09-17",8,2230,"cash","Pashan","Pune","Maharashtra","India",411484,3,1,5,"wada",2,45,"Chili Chicken",4,260,"Alu Matar",4,145,"Butter Naan",1,40,"Steam Rice",1,160,"Kheer",4,80
"U1135","12-05-17",15,1210,"cash","Bund Garden","Pune","Maharashtra","India",411181,3,1,3,"dosa",1,70,"chicken Kabab",1,320,"Alu Gobi",2,140,"Chapati",1,20,"Steam Rice",2,160,"Kulfi",4,50
"U1078","20-10-17",14,2890,"cash","Dattawadi","Pune","Maharashtra","India",411712,3,3,1,"Dhokla",2,50,"chicken Kabab",3,320,"Alu Matar",4,145,"Tandoor Roti",2,30,"Veg Biryani",4,280,"Gulab Jamun",1,70
"U1002","15-08-17",10,3630,"cash","Swargate","Pune","Maharashtra","India",411925,1,5,1,"dosa",4,70,"Chili Chicken",4,260,"Beef Vindaloo",4,420,"Aaloo paratha",1,70,"Steam Rice",3,160,"Cham-Cham",1,80
"U1055","25-09-17",19,2780,"VISA","Wadgaon Sheri","Pune","Maharashtra","India",411471,5,4,2,"dosa",1,70,"Veg Kabab",1,270,"Paneer Butter Masala",4,190,"Butter Naan",2,40,"Veg Biryani",4,280,"Carrot Halwa",4,120
"U1126","10-01-17",18,1215,"VISA","Handewadi","Pune","Maharashtra","India",411573,2,1,2,"idli",4,60,"Veg Kabab",1,270,"Dal Makhani",1,125,"Tandoor Roti",4,30,"Chicken Biriyani",1,360,"Kulfi",2,50
"U1024","13-12-17",21,1830,"VISA","Parvati Hill","Pune","Maharashtra","India",411528,3,4,2,"idli",1,60,"Masala Papad",1,40,"Alu Gobi",3,140,"Tandoor Roti",4,30,"Veg Biryani",4,280,"Gulab Jamun",1,70
"U1004","02-01-17",18,1445,"VISA","Anandnagar","Pune","Maharashtra","India",411761,1,1,2,"dosa",1,70,"Chili Chicken",1,260,"Dal Makhani",1,125,"Tandoor Roti",4,30,"Mutton Biryani",2,400,"Gulab Jamun",1,70
"U1106","12-02-17",20,1930,"VISA","Yerwada","Pune","Maharashtra","India",411593,2,5,1,"Dhokla",2,50,"Chicken 65",2,240,"Butter Chicken",2,340,"Tandoor Roti",4,30,"Pulao",1,190,"Carrot Halwa",3,120
"U1016","26-02-17",12,2145,"VISA","Wadgaon Sheri","Pune","Maharashtra","India",411604,1,3,2,"dosa",3,70,"Chili Chicken",4,260,"Alu Matar",1,145,"Tandoor Roti",1,30,"Steam Rice",3,160,"Carrot Halwa",2,120
"U1101","12-10-17",11,3640,"VISA","Khadki","Pune","Maharashtra","India",411706,3,1,2,"wada",1,45,"Veg Kabab",2,270,"Beef Vindaloo",3,420,"Aaloo paratha",4,70,"Chicken Biriyani",4,360,"Ice Cream",1,75
"U1135","12-04-17",10,1320,"VISA","Deccan","Pune","Maharashtra","India",411280,1,5,4,"dosa",1,70,"Chaat Papri",3,50,"Paneer Butter Masala",3,190,"Butter Naan",2,40,"Mutton Biryani",1,400,"Kulfi",1,50
"U1078","23-05-17",15,2680,"VISA","Shivajinagar","Pune","Maharashtra","India",411240,1,4,1,"Dhokla",4,50,"Veg Kabab",2,270,"Alu Matar",4,145,"Tandoor Roti",1,30,"Veg Biryani",4,280,"Gulab Jamun",3,70
"U1002","20-10-17",22,3210,"VISA","Swargate","Pune","Maharashtra","India",411735,2,2,3,"Dhokla",1,50,"Veg Kabab",4,270,"Chicken Tikka",3,360,"Butter Naan",1,40,"Steam Rice",3,160,"Carrot Halwa",4,120
"U1055","24-06-17",17,2280,"VISA","Aundh","Pune","Maharashtra","India",411552,5,5,2,"paratha",4,70,"Chili Chicken",1,260,"Alu Gobi",2,140,"Chapati",3,20,"Veg Biryani",4,280,"Gulab Jamun",4,70
"U1126","18-08-17",13,3190,"VISA","Deccan","Pune","Maharashtra","India",411946,5,1,4,"paratha",3,70,"Chili Chicken",2,260,"Chicken Tikka",4,360,"Tandoor Roti",2,30,"Steam Rice",3,160,"Carrot Halwa",4,120
"U1024","26-12-17",10,1400,"VISA","Kharadi","Pune","Maharashtra","India",411633,5,4,2,"Dhokla",2,50,"Chaat Papri",3,50,"Paneer Butter Masala",3,190,"Aaloo paratha",2,70,"Veg Biryani",1,280,"Cham-Cham",2,80
"U1004","27-09-17",22,1780,"VISA","Deccan","Pune","Maharashtra","India",411742,4,2,1,"paratha",2,70,"Chicken 65",3,240,"Alu Matar",2,145,"Butter Naan",1,40,"Pulao",2,190,"Gulab Jamun",3,70
"U1106","22-03-17",21,3735,"VISA","Bavdhan","Pune","Maharashtra","India",411051,3,2,4,"idli",2,60,"Chili Chicken",3,260,"Beef Vindaloo",4,420,"Aaloo paratha",3,70,"Chicken Biriyani",2,360,"Ice Cream",3,75
"U1016","26-10-17",14,1550,"VISA","Hadapsar","Pune","Maharashtra","India",411342,2,1,4,"Dhokla",4,50,"Chaat Papri",3,50,"Chana Masala",2,130,"Tandoor Roti",1,30,"Pulao",4,190,"Ice Cream",2,75
"U1101","11-08-17",14,2510,"VISA","Swargate","Pune","Maharashtra","India",411976,3,3,5,"dosa",3,70,"Veg Kabab",1,270,"Chicken Tikka",3,360,"Tandoor Roti",3,30,"Chicken Biriyani",2,360,"Gulab Jamun",2,70
"U1135","23-12-17",13,3500,"VISA","Bibwewadi","Pune","Maharashtra","India",411070,5,1,5,"dosa",3,70,"Veg Kabab",3,270,"Chicken Tikka",2,360,"Butter Naan",2,40,"Chicken Biriyani",4,360,"Kheer",3,80
"U1078","29-01-17",19,3030,"VISA","Bund Garden","Pune","Maharashtra","India",411888,4,3,4,"paratha",2,70,"Veg Kabab",2,270,"Butter Chicken",2,340,"Chapati",1,20,"Chicken Biriyani",4,360,"Gulab Jamun",3,70
"U1002","10-12-17",21,1620,"VISA","Yerwada","Pune","Maharashtra","India",411357,2,1,3,"Dhokla",2,50,"Masala Papad",3,40,"Paneer Butter Masala",1,190,"Aaloo paratha",3,70,"Chicken Biriyani",2,360,"Gulab Jamun",4,70
"U1055","02-11-17",14,2385,"VISA","Hadapsar","Pune","Maharashtra","India",411028,5,5,5,"wada",1,45,"Chicken 65",1,240,"Butter Chicken",4,340,"Chapati",1,20,"Steam Rice",4,160,"Cham-Cham",1,80
"U1126","06-06-17",14,2345,"VISA","Kharadi","Pune","Maharashtra","India",411425,1,5,1,"wada",1,45,"Chicken 65",4,240,"Beef Vindaloo",2,420,"Butter Naan",4,40,"Steam Rice",1,160,"Barfi",3,60
"U1024","22-03-17",19,1465,"VISA","Kothrud","Pune","Maharashtra","India",411496,3,5,3,"Dhokla",1,50,"Veg Kabab",1,270,"Alu Matar",1,145,"Aaloo paratha",2,70,"Mutton Biryani",2,400,"Barfi",1,60
"U1004","08-10-17",15,970,"VISA","Wagholi","Pune","Maharashtra","India",411096,4,5,4,"wada",2,45,"Chaat Papri",2,50,"Chana Masala",2,130,"Butter Naan",3,40,"Steam Rice",2,160,"Kheer",1,80
"U1106","06-05-17",23,2330,"VISA","Kothrud","Pune","Maharashtra","India",411440,3,5,4,"idli",4,60,"Chaat Papri",2,50,"Alu Matar",4,145,"Tandoor Roti",2,30,"Mutton Biryani",3,400,"Kulfi",3,50
"U1016","02-09-17",15,1750,"VISA","Shivajinagar","Pune","Maharashtra","India",411471,1,4,1,"wada",4,45,"Masala Papad",4,40,"Chana Masala",4,130,"Tandoor Roti",2,30,"Pulao",4,190,"Gulab Jamun",1,70
"U1101","31-12-17",17,2015,"VISA","Handewadi","Pune","Maharashtra","India",411934,5,3,4,"paratha",4,70,"Chili Chicken",2,260,"Chana Masala",4,130,"Chapati",3,20,"Veg Biryani",2,280,"Ice Cream",1,75
"U1135","04-02-17",13,1615,"VISA","Shivajinagar","Pune","Maharashtra","India",411103,5,4,2,"wada",3,45,"chicken Kabab",2,320,"Alu Matar",2,145,"Tandoor Roti",4,30,"Pulao",1,190,"Kheer",3,80
"U1078","22-01-17",15,2050,"VISA","Hadapsar","Pune","Maharashtra","India",411032,5,5,1,"paratha",1,70,"chicken Kabab",1,320,"Alu Gobi",3,140,"Chapati",4,20,"Chicken Biriyani",3,360,"Kheer",1,80
"U1002","17-12-17",11,985,"VISA","Shivajinagar","Pune","Maharashtra","India",411938,5,4,1,"wada",1,45,"Masala Papad",3,40,"Beef Vindaloo",1,420,"Tandoor Roti",3,30,"Pulao",1,190,"Barfi",2,60
"U1055","11-08-17",11,2290,"MasterCard-Eurocard","Bibwewadi","Pune","Maharashtra","India",411451,5,5,4,"Dhokla",4,50,"Chili Chicken",2,260,"Dal Makhani",2,125,"Butter Naan",2,40,"Pulao",4,190,"Carrot Halwa",4,120
"U1126","17-09-17",14,1305,"MasterCard-Eurocard","Chandan Nagar","Pune","Maharashtra","India",411020,1,1,5,"wada",4,45,"Chicken 65",1,240,"Dal Makhani",1,125,"Butter Naan",3,40,"Steam Rice",2,160,"Cham-Cham",4,80
"U1024","09-08-17",15,2560,"MasterCard-Eurocard","Bund Garden","Pune","Maharashtra","India",411076,1,1,3,"idli",2,60,"Chili Chicken",4,260,"Alu Gobi",1,140,"Tandoor Roti",2,30,"Veg Biryani",3,280,"Carrot Halwa",3,120
"U1004","26-07-17",13,1790,"MasterCard-Eurocard","Wagholi","Pune","Maharashtra","India",411326,1,3,3,"Dhokla",4,50,"Masala Papad",1,40,"Butter Chicken",3,340,"Chapati",3,20,"Steam Rice",2,160,"Kulfi",3,50
"U1106","29-03-17",9,2290,"MasterCard-Eurocard","Khadki","Pune","Maharashtra","India",411200,4,1,4,"dosa",2,70,"Veg Kabab",3,270,"Dal Makhani",4,125,"Aaloo paratha",4,70,"Steam Rice",2,160,"Kheer",3,80
"U1016","27-06-17",20,2630,"MasterCard-Eurocard","Chandan Nagar","Pune","Maharashtra","India",411270,4,4,1,"dosa",4,70,"Veg Kabab",3,270,"Butter Chicken",3,340,"Chapati",1,20,"Pulao",2,190,"Barfi",2,60
"U1101","13-11-17",18,1570,"MasterCard-Eurocard","Hadapsar","Pune","Maharashtra","India",411627,2,1,5,"wada",2,45,"Masala Papad",4,40,"Beef Vindaloo",1,420,"Tandoor Roti",3,30,"Pulao",3,190,"Cham-Cham",3,80
"U1135","31-08-17",12,1780,"MasterCard-Eurocard","Bavdhan","Pune","Maharashtra","India",411609,5,4,2,"dosa",1,70,"chicken Kabab",2,320,"Dal Makhani",2,125,"Butter Naan",1,40,"Steam Rice",4,160,"Gulab Jamun",2,70
"U1078","06-08-17",20,2460,"MasterCard-Eurocard","Anandnagar","Pune","Maharashtra","India",411912,1,2,4,"idli",4,60,"chicken Kabab",2,320,"Beef Vindaloo",2,420,"Chapati",3,20,"Pulao",2,190,"Ice Cream",4,75
"U1002","23-08-17",11,3390,"MasterCard-Eurocard","Ganeshkhind","Pune","Maharashtra","India",411991,3,4,2,"dosa",1,70,"chicken Kabab",4,320,"Beef Vindaloo",4,420,"Butter Naan",3,40,"Steam Rice",1,160,"Kheer",1,80
"U1055","24-08-17",15,2340,"MasterCard-Eurocard","Chandan Nagar","Pune","Maharashtra","India",411323,5,1,4,"idli",2,60,"chicken Kabab",3,320,"Dal Makhani",4,125,"Aaloo paratha",2,70,"Pulao",2,190,"Carrot Halwa",2,120
"U1126","18-03-17",13,1400,"MasterCard-Eurocard","Pashan","Pune","Maharashtra","India",411874,2,2,1,"paratha",3,70,"chicken Kabab",1,320,"Butter Chicken",1,340,"Butter Naan",2,40,"Pulao",2,190,"Gulab Jamun",1,70
"U1024","30-03-17",21,3160,"MasterCard-Eurocard","Chandan Nagar","Pune","Maharashtra","India",411089,4,2,3,"paratha",3,70,"chicken Kabab",3,320,"Butter Chicken",3,340,"Aaloo paratha",4,70,"Pulao",3,190,"Carrot Halwa",1,120
"U1004","04-06-17",14,2150,"MasterCard-Eurocard","Handewadi","Pune","Maharashtra","India",411705,3,4,3,"Dhokla",3,50,"Masala Papad",4,40,"Beef Vindaloo",2,420,"Aaloo paratha",3,70,"Steam Rice",4,160,"Ice Cream",2,75
"U1106","15-07-17",10,1955,"MasterCard-Eurocard","Kothrud","Pune","Maharashtra","India",411716,1,2,3,"paratha",1,70,"Veg Kabab",1,270,"Alu Matar",1,145,"Aaloo paratha",1,70,"Veg Biryani",4,280,"Gulab Jamun",4,70
"U1016","17-05-17",15,2380,"MasterCard-Eurocard","Hadapsar","Pune","Maharashtra","India",411118,3,2,1,"Dhokla",2,50,"Masala Papad",4,40,"Chana Masala",1,130,"Aaloo paratha",1,70,"Chicken Biriyani",4,360,"Carrot Halwa",4,120
"U1101","06-01-17",9,2080,"MasterCard-Eurocard","Deccan","Pune","Maharashtra","India",411829,5,2,2,"idli",1,60,"Chili Chicken",4,260,"Alu Gobi",3,140,"Butter Naan",3,40,"Veg Biryani",1,280,"Kheer",2,80
"U1135","07-01-17",8,3680,"MasterCard-Eurocard","Deccan","Pune","Maharashtra","India",411569,3,3,4,"wada",4,45,"Chicken 65",3,240,"Butter Chicken",3,340,"Chapati",4,20,"Chicken Biriyani",4,360,"Barfi",4,60
"U1078","30-10-17",7,1825,"MasterCard-Eurocard","Hadapsar","Pune","Maharashtra","India",411848,1,4,3,"wada",3,45,"chicken Kabab",1,320,"Dal Makhani",4,125,"Aaloo paratha",3,70,"Veg Biryani",2,280,"Kulfi",2,50
"U1002","18-09-17",14,2260,"MasterCard-Eurocard","Shivajinagar","Pune","Maharashtra","India",411583,3,1,1,"dosa",2,70,"Chicken 65",4,240,"Alu Matar",4,145,"Chapati",4,20,"Pulao",2,190,"Carrot Halwa",1,120
"U1055","19-03-17",15,2820,"MasterCard-Eurocard","Wadgaon Sheri","Pune","Maharashtra","India",411816,4,5,5,"paratha",1,70,"chicken Kabab",1,320,"Chicken Tikka",4,360,"Aaloo paratha",3,70,"Steam Rice",3,160,"Ice Cream",4,75
"U1126","18-01-17",18,2200,"MasterCard-Eurocard","Bibwewadi","Pune","Maharashtra","India",411036,3,2,3,"paratha",1,70,"chicken Kabab",2,320,"Dal Makhani",2,125,"Tandoor Roti",4,30,"Veg Biryani",3,280,"Gulab Jamun",4,70
"U1024","02-07-17",11,4590,"MasterCard-Eurocard","Baner","Pune","Maharashtra","India",411437,1,1,5,"idli",2,60,"Veg Kabab",3,270,"Beef Vindaloo",4,420,"Chapati",3,20,"Chicken Biriyani",4,360,"Carrot Halwa",4,120
"U1004","15-05-17",14,2055,"MasterCard-Eurocard","Chandan Nagar","Pune","Maharashtra","India",411032,4,1,1,"paratha",2,70,"Veg Kabab",3,270,"Alu Matar",3,145,"Aaloo paratha",4,70,"Steam Rice",2,160,"Gulab Jamun",1,70
"U1106","08-03-17",12,2270,"MasterCard-Eurocard","Baner","Pune","Maharashtra","India",411772,5,5,3,"paratha",4,70,"Chicken 65",2,240,"Chana Masala",3,130,"Chapati",2,20,"Veg Biryani",3,280,"Cham-Cham",3,80
"U1016","03-01-17",8,885,"MasterCard-Eurocard","Shivajinagar","Pune","Maharashtra","India",411398,4,4,5,"paratha",1,70,"Masala Papad",4,40,"Alu Matar",1,145,"Tandoor Roti",1,30,"Steam Rice",2,160,"Kheer",2,80
"U1101","08-06-17",13,1680,"MasterCard-Eurocard","Anandnagar","Pune","Maharashtra","India",411750,3,1,5,"dosa",3,70,"Chaat Papri",4,50,"Beef Vindaloo",2,420,"Tandoor Roti",3,30,"Steam Rice",1,160,"Barfi",3,60
"U1135","23-05-17",20,2300,"MasterCard-Eurocard","Wadgaon Sheri","Pune","Maharashtra","India",411269,4,1,5,"paratha",1,70,"chicken Kabab",4,320,"Chicken Tikka",1,360,"Tandoor Roti",3,30,"Pulao",2,190,"Barfi",2,60
"U1078","29-09-17",20,3495,"MasterCard-Eurocard","Bibwewadi","Pune","Maharashtra","India",411687,3,1,1,"wada",3,45,"chicken Kabab",3,320,"Butter Chicken",2,340,"Chapati",2,20,"Mutton Biryani",4,400,"Cham-Cham",1,80
"U1002","15-01-17",20,3230,"MasterCard-Eurocard","Khadki","Pune","Maharashtra","India",411651,5,2,1,"Dhokla",3,50,"Chili Chicken",3,260,"Beef Vindaloo",3,420,"Chapati",2,20,"Pulao",4,190,"Barfi",4,60
"U1108","18-03-17",21,1230,"cash","Baner","Pune","Maharashtra","India",411007,2,3,1,"paratha",1,70,"Masala Papad",3,40,"Alu Matar",2,145,"Aaloo paratha",1,70,"Pulao",2,190,"Ice Cream",4,75
"U1034","30-03-17",10,3170,"cash","Shivajinagar","Pune","Maharashtra","India",411571,1,2,4,"Dhokla",4,50,"Chicken 65",4,240,"Chana Masala",3,130,"Chapati",1,20,"Veg Biryani",4,280,"Carrot Halwa",4,120
"U1095","04-06-17",18,2400,"cash","Chandan Nagar","Pune","Maharashtra","India",411285,4,1,1,"paratha",4,70,"Masala Papad",3,40,"Beef Vindaloo",3,420,"Aaloo paratha",1,70,"Pulao",1,190,"Carrot Halwa",4,120
"U1007","15-07-17",12,1450,"cash","Ganeshkhind","Pune","Maharashtra","India",411451,3,2,4,"idli",1,60,"Chaat Papri",3,50,"Chicken Tikka",1,360,"Butter Naan",2,40,"Steam Rice",3,160,"Kheer",4,80
"U1091","17-05-17",14,2380,"cash","Chandan Nagar","Pune","Maharashtra","India",411501,5,4,2,"idli",2,60,"chicken Kabab",2,320,"Alu Gobi",4,140,"Chapati",3,20,"Veg Biryani",3,280,"Cham-Cham",2,80
"U1019","06-01-17",9,1090,"cash","Kharadi","Pune","Maharashtra","India",411382,1,1,1,"Dhokla",3,50,"chicken Kabab",1,320,"Paneer Butter Masala",1,190,"Chapati",1,20,"Chicken Biriyani",1,360,"Kulfi",1,50
"U1061","07-01-17",10,1890,"cash","Kharadi","Pune","Maharashtra","India",411364,2,2,2,"dosa",1,70,"Chili Chicken",2,260,"Beef Vindaloo",1,420,"Butter Naan",3,40,"Steam Rice",4,160,"Barfi",2,60
"U1112","30-10-17",7,2630,"cash","Kothrud","Pune","Maharashtra","India",411830,2,5,5,"dosa",1,70,"Chili Chicken",3,260,"Chana Masala",2,130,"Chapati",1,20,"Chicken Biriyani",4,360,"Barfi",1,60
"U1096","18-09-17",19,3090,"cash","Pashan","Pune","Maharashtra","India",411337,4,5,2,"idli",2,60,"Chicken 65",3,240,"Beef Vindaloo",3,420,"Aaloo paratha",1,70,"Mutton Biryani",2,400,"Carrot Halwa",1,120
"U1097","19-03-17",8,1165,"cash","Hadapsar","Pune","Maharashtra","India",411812,3,3,2,"wada",1,45,"chicken Kabab",1,320,"Alu Gobi",1,140,"Tandoor Roti",2,30,"Mutton Biryani",1,400,"Kulfi",4,50
"U1108","18-01-17",19,1550,"cash","Anandnagar","Pune","Maharashtra","India",411674,2,4,4,"dosa",1,70,"Veg Kabab",2,270,"Alu Gobi",3,140,"Butter Naan",4,40,"Steam Rice",1,160,"Kulfi",4,50
"U1034","02-07-17",9,2140,"cash","Aundh","Pune","Maharashtra","India",411932,5,5,3,"Dhokla",1,50,"Veg Kabab",3,270,"Dal Makhani",2,125,"Aaloo paratha",3,70,"Steam Rice",4,160,"Barfi",3,60
"U1095","15-05-17",12,2450,"cash","Parvati Hill","Pune","Maharashtra","India",411049,3,3,3,"paratha",4,70,"Chicken 65",3,240,"Beef Vindaloo",1,420,"Aaloo paratha",3,70,"Steam Rice",4,160,"Barfi",3,60
"U1007","08-03-17",7,2070,"cash","Katraj","Pune","Maharashtra","India",411759,3,2,3,"paratha",1,70,"Veg Kabab",1,270,"Chicken Tikka",1,360,"Tandoor Roti",3,30,"Veg Biryani",4,280,"Cham-Cham",2,80
"U1091","03-01-17",14,2620,"cash","Kharadi","Pune","Maharashtra","India",411098,4,5,2,"dosa",2,70,"Chaat Papri",1,50,"Dal Makhani",4,125,"Tandoor Roti",1,30,"Mutton Biryani",4,400,"Ice Cream",4,75
"U1019","08-06-17",21,1745,"cash","Handewadi","Pune","Maharashtra","India",411133,1,5,2,"wada",4,45,"Chicken 65",2,240,"Dal Makhani",3,125,"Tandoor Roti",3,30,"Pulao",2,190,"Barfi",4,60
"U1061","23-05-17",12,2195,"cash","Katraj","Pune","Maharashtra","India",411820,3,1,1,"Dhokla",3,50,"Chili Chicken",2,260,"Alu Matar",3,145,"Aaloo paratha",2,70,"Mutton Biryani",2,400,"Ice Cream",2,75
"U1112","29-09-17",21,2915,"cash","Kothrud","Pune","Maharashtra","India",411807,1,5,3,"wada",3,45,"Chili Chicken",4,260,"Chicken Tikka",2,360,"Tandoor Roti",4,30,"Chicken Biriyani",2,360,"Barfi",3,60
"U1096","15-01-17",19,2140,"cash","Kothrud","Pune","Maharashtra","India",411232,3,5,4,"idli",1,60,"Chaat Papri",4,50,"Alu Gobi",2,140,"Butter Naan",2,40,"Mutton Biryani",3,400,"Kheer",4,80
"U1097","07-08-17",17,2100,"cash","Dattawadi","Pune","Maharashtra","India",411288,2,3,5,"dosa",2,70,"Chaat Papri",2,50,"Beef Vindaloo",2,420,"Chapati",3,20,"Chicken Biriyani",2,360,"Cham-Cham",3,80
