"","userID","placeID","rating","food_rating","service_rating","Rcuisine","Upayment"
"120","U1060",132740,1,2,1,"Cafe-Coffee_Shop","cash"
"121","U1060",132740,1,2,1,"Soup","cash"
"122","U1060",132740,1,2,1,"Hot_Dogs","cash"
"123","U1060",132740,1,2,1,"Italian","cash"
"124","U1015",135071,0,0,0,"Mexican","cash"
"125","U1123",132733,1,2,1,"Mexican","cash"
"126","U1123",132608,1,2,1,"Mexican","cash"
"127","U1123",135104,2,2,2,"Mexican","cash"
"128","U1123",132584,1,2,0,"Mexican","cash"
"129","U1123",132667,1,2,1,"Mexican","cash"
"130","U1123",132740,1,1,1,"Mexican","cash"
"131","U1123",132613,1,2,1,"Mexican","cash"
"132","U1123",132594,1,1,1,"Mexican","cash"
"133","U1021",132740,2,2,1,"Pizzeria","cash"
"134","U1021",132740,2,2,1,"Regional","cash"
"135","U1021",132740,2,2,1,"Chinese","cash"
"136","U1021",132740,2,2,1,"Burgers","cash"
"137","U1026",132626,2,2,2,"Mexican","cash"
"138","U1026",132626,2,2,2,"Mexican","bank_debit_cards"
"139","U1021",132668,2,2,2,"Pizzeria","cash"
"140","U1021",132668,2,2,2,"Regional","cash"
"141","U1021",132668,2,2,2,"Chinese","cash"
"142","U1021",132668,2,2,2,"Burgers","cash"
"143","U1021",132715,2,2,1,"Pizzeria","cash"
"144","U1021",132715,2,2,1,"Regional","cash"
"145","U1021",132715,2,2,1,"Chinese","cash"
"146","U1021",132715,2,2,1,"Burgers","cash"
"147","U1044",134987,0,0,0,"Mexican","VISA"
"148","U1044",134987,0,0,0,"Mexican","bank_debit_cards"
"149","U1044",134987,0,0,0,"Mexican","cash"
"150","U1044",134987,0,0,0,"Mexican","MasterCard-Eurocard"
"151","U1083",135034,2,2,2,"Mexican","cash"
"152","U1083",132723,1,1,1,"Mexican","cash"
"153","U1083",135046,2,2,1,"Mexican","cash"
"154","U1108",135075,2,2,2,"Cafe-Coffee_Shop","VISA"
"155","U1108",135075,2,2,2,"Cafe-Coffee_Shop","cash"
"156","U1108",135075,2,2,2,"Cafe-Coffee_Shop","MasterCard-Eurocard"
"157","U1108",135075,2,2,2,"Sushi","VISA"
"158","U1108",135075,2,2,2,"Sushi","cash"
"159","U1108",135075,2,2,2,"Sushi","MasterCard-Eurocard"
"160","U1108",135075,2,2,2,"Latin_American","VISA"
"161","U1108",135075,2,2,2,"Latin_American","cash"
"162","U1108",135075,2,2,2,"Latin_American","MasterCard-Eurocard"
"163","U1108",135075,2,2,2,"Deli-Sandwiches","VISA"
"164","U1108",135075,2,2,2,"Deli-Sandwiches","cash"
"165","U1108",135075,2,2,2,"Deli-Sandwiches","MasterCard-Eurocard"
"166","U1108",135075,2,2,2,"Mexican","VISA"
"167","U1108",135075,2,2,2,"Mexican","cash"
"168","U1108",135075,2,2,2,"Mexican","MasterCard-Eurocard"
"169","U1108",135075,2,2,2,"Hot_Dogs","VISA"
"170","U1108",135075,2,2,2,"Hot_Dogs","cash"
"171","U1108",135075,2,2,2,"Hot_Dogs","MasterCard-Eurocard"
"172","U1108",135075,2,2,2,"American","VISA"
"173","U1108",135075,2,2,2,"American","cash"
"174","U1108",135075,2,2,2,"American","MasterCard-Eurocard"
"175","U1108",135075,2,2,2,"Fast_Food","VISA"
"176","U1108",135075,2,2,2,"Fast_Food","cash"
"177","U1108",135075,2,2,2,"Fast_Food","MasterCard-Eurocard"
"178","U1108",135075,2,2,2,"Burgers","VISA"
"179","U1108",135075,2,2,2,"Burgers","cash"
"180","U1108",135075,2,2,2,"Burgers","MasterCard-Eurocard"
"181","U1108",135075,2,2,2,"Asian","VISA"
"182","U1108",135075,2,2,2,"Asian","cash"
"183","U1108",135075,2,2,2,"Asian","MasterCard-Eurocard"
"184","U1108",135075,2,2,2,"Pizzeria","VISA"
"185","U1108",135075,2,2,2,"Pizzeria","cash"
"186","U1108",135075,2,2,2,"Pizzeria","MasterCard-Eurocard"
"187","U1108",135075,2,2,2,"Chinese","VISA"
"188","U1108",135075,2,2,2,"Chinese","cash"
"189","U1108",135075,2,2,2,"Chinese","MasterCard-Eurocard"
"190","U1108",135075,2,2,2,"Dessert-Ice_Cream","VISA"
"191","U1108",135075,2,2,2,"Dessert-Ice_Cream","cash"
"192","U1108",135075,2,2,2,"Dessert-Ice_Cream","MasterCard-Eurocard"
"193","U1108",135075,2,2,2,"Cafeteria","VISA"
"194","U1108",135075,2,2,2,"Cafeteria","cash"
"195","U1108",135075,2,2,2,"Cafeteria","MasterCard-Eurocard"
"196","U1108",135075,2,2,2,"Japanese","VISA"
"197","U1108",135075,2,2,2,"Japanese","cash"
"198","U1108",135075,2,2,2,"Japanese","MasterCard-Eurocard"
"199","U1108",135075,2,2,2,"Game","VISA"
"200","U1108",135075,2,2,2,"Game","cash"
"201","U1108",135075,2,2,2,"Game","MasterCard-Eurocard"
"202","U1108",135075,2,2,2,"Family","VISA"
"203","U1108",135075,2,2,2,"Family","cash"
"204","U1108",135075,2,2,2,"Family","MasterCard-Eurocard"
"205","U1108",135075,2,2,2,"Seafood","VISA"
"206","U1108",135075,2,2,2,"Seafood","cash"
"207","U1108",135075,2,2,2,"Seafood","MasterCard-Eurocard"
"208","U1108",132572,1,2,1,"Cafe-Coffee_Shop","VISA"
"209","U1108",132572,1,2,1,"Cafe-Coffee_Shop","cash"
"210","U1108",132572,1,2,1,"Cafe-Coffee_Shop","MasterCard-Eurocard"
"211","U1108",132572,1,2,1,"Sushi","VISA"
"212","U1108",132572,1,2,1,"Sushi","cash"
"213","U1108",132572,1,2,1,"Sushi","MasterCard-Eurocard"
"214","U1108",132572,1,2,1,"Latin_American","VISA"
"215","U1108",132572,1,2,1,"Latin_American","cash"
"216","U1108",132572,1,2,1,"Latin_American","MasterCard-Eurocard"
"217","U1108",132572,1,2,1,"Deli-Sandwiches","VISA"
"218","U1108",132572,1,2,1,"Deli-Sandwiches","cash"
"219","U1108",132572,1,2,1,"Deli-Sandwiches","MasterCard-Eurocard"
"220","U1108",132572,1,2,1,"Mexican","VISA"
"221","U1108",132572,1,2,1,"Mexican","cash"
"222","U1108",132572,1,2,1,"Mexican","MasterCard-Eurocard"
"223","U1108",132572,1,2,1,"Hot_Dogs","VISA"
"224","U1108",132572,1,2,1,"Hot_Dogs","cash"
"225","U1108",132572,1,2,1,"Hot_Dogs","MasterCard-Eurocard"
"226","U1108",132572,1,2,1,"American","VISA"
"227","U1108",132572,1,2,1,"American","cash"
"228","U1108",132572,1,2,1,"American","MasterCard-Eurocard"
"229","U1108",132572,1,2,1,"Fast_Food","VISA"
"230","U1108",132572,1,2,1,"Fast_Food","cash"
"231","U1108",132572,1,2,1,"Fast_Food","MasterCard-Eurocard"
"232","U1108",132572,1,2,1,"Burgers","VISA"
"233","U1108",132572,1,2,1,"Burgers","cash"
"234","U1108",132572,1,2,1,"Burgers","MasterCard-Eurocard"
"235","U1108",132572,1,2,1,"Asian","VISA"
"236","U1108",132572,1,2,1,"Asian","cash"
"237","U1108",132572,1,2,1,"Asian","MasterCard-Eurocard"
"238","U1108",132572,1,2,1,"Pizzeria","VISA"
"239","U1108",132572,1,2,1,"Pizzeria","cash"
"240","U1108",132572,1,2,1,"Pizzeria","MasterCard-Eurocard"
"241","U1108",132572,1,2,1,"Chinese","VISA"
"242","U1108",132572,1,2,1,"Chinese","cash"
"243","U1108",132572,1,2,1,"Chinese","MasterCard-Eurocard"
"244","U1108",132572,1,2,1,"Dessert-Ice_Cream","VISA"
"245","U1108",132572,1,2,1,"Dessert-Ice_Cream","cash"
"246","U1108",132572,1,2,1,"Dessert-Ice_Cream","MasterCard-Eurocard"
"247","U1108",132572,1,2,1,"Cafeteria","VISA"
"248","U1108",132572,1,2,1,"Cafeteria","cash"
"249","U1108",132572,1,2,1,"Cafeteria","MasterCard-Eurocard"
"250","U1108",132572,1,2,1,"Japanese","VISA"
"251","U1108",132572,1,2,1,"Japanese","cash"
"252","U1108",132572,1,2,1,"Japanese","MasterCard-Eurocard"
"253","U1108",132572,1,2,1,"Game","VISA"
"254","U1108",132572,1,2,1,"Game","cash"
"255","U1108",132572,1,2,1,"Game","MasterCard-Eurocard"
"256","U1108",132572,1,2,1,"Family","VISA"
"257","U1108",132572,1,2,1,"Family","cash"
"258","U1108",132572,1,2,1,"Family","MasterCard-Eurocard"
"259","U1108",132572,1,2,1,"Seafood","VISA"
"260","U1108",132572,1,2,1,"Seafood","cash"
"261","U1108",132572,1,2,1,"Seafood","MasterCard-Eurocard"
"262","U1108",135074,2,2,1,"Cafe-Coffee_Shop","VISA"
"263","U1108",135074,2,2,1,"Cafe-Coffee_Shop","cash"
"264","U1108",135074,2,2,1,"Cafe-Coffee_Shop","MasterCard-Eurocard"
"265","U1108",135074,2,2,1,"Sushi","VISA"
"266","U1108",135074,2,2,1,"Sushi","cash"
"267","U1108",135074,2,2,1,"Sushi","MasterCard-Eurocard"
"268","U1108",135074,2,2,1,"Latin_American","VISA"
"269","U1108",135074,2,2,1,"Latin_American","cash"
"270","U1108",135074,2,2,1,"Latin_American","MasterCard-Eurocard"
"271","U1108",135074,2,2,1,"Deli-Sandwiches","VISA"
"272","U1108",135074,2,2,1,"Deli-Sandwiches","cash"
"273","U1108",135074,2,2,1,"Deli-Sandwiches","MasterCard-Eurocard"
"274","U1108",135074,2,2,1,"Mexican","VISA"
"275","U1108",135074,2,2,1,"Mexican","cash"
"276","U1108",135074,2,2,1,"Mexican","MasterCard-Eurocard"
"277","U1108",135074,2,2,1,"Hot_Dogs","VISA"
"278","U1108",135074,2,2,1,"Hot_Dogs","cash"
"279","U1108",135074,2,2,1,"Hot_Dogs","MasterCard-Eurocard"
"280","U1108",135074,2,2,1,"American","VISA"
"281","U1108",135074,2,2,1,"American","cash"
"282","U1108",135074,2,2,1,"American","MasterCard-Eurocard"
"283","U1108",135074,2,2,1,"Fast_Food","VISA"
"284","U1108",135074,2,2,1,"Fast_Food","cash"
"285","U1108",135074,2,2,1,"Fast_Food","MasterCard-Eurocard"
"286","U1108",135074,2,2,1,"Burgers","VISA"
"287","U1108",135074,2,2,1,"Burgers","cash"
"288","U1108",135074,2,2,1,"Burgers","MasterCard-Eurocard"
"289","U1108",135074,2,2,1,"Asian","VISA"
"290","U1108",135074,2,2,1,"Asian","cash"
"291","U1108",135074,2,2,1,"Asian","MasterCard-Eurocard"
"292","U1108",135074,2,2,1,"Pizzeria","VISA"
"293","U1108",135074,2,2,1,"Pizzeria","cash"
"294","U1108",135074,2,2,1,"Pizzeria","MasterCard-Eurocard"
"295","U1108",135074,2,2,1,"Chinese","VISA"
"296","U1108",135074,2,2,1,"Chinese","cash"
"297","U1108",135074,2,2,1,"Chinese","MasterCard-Eurocard"
"298","U1108",135074,2,2,1,"Dessert-Ice_Cream","VISA"
"299","U1108",135074,2,2,1,"Dessert-Ice_Cream","cash"
"300","U1108",135074,2,2,1,"Dessert-Ice_Cream","MasterCard-Eurocard"
"301","U1108",135074,2,2,1,"Cafeteria","VISA"
"302","U1108",135074,2,2,1,"Cafeteria","cash"
"303","U1108",135074,2,2,1,"Cafeteria","MasterCard-Eurocard"
"304","U1108",135074,2,2,1,"Japanese","VISA"
"305","U1108",135074,2,2,1,"Japanese","cash"
"306","U1108",135074,2,2,1,"Japanese","MasterCard-Eurocard"
"307","U1108",135074,2,2,1,"Game","VISA"
"308","U1108",135074,2,2,1,"Game","cash"
"309","U1108",135074,2,2,1,"Game","MasterCard-Eurocard"
"310","U1108",135074,2,2,1,"Family","VISA"
"311","U1108",135074,2,2,1,"Family","cash"
"312","U1108",135074,2,2,1,"Family","MasterCard-Eurocard"
"313","U1108",135074,2,2,1,"Seafood","VISA"
"314","U1108",135074,2,2,1,"Seafood","cash"
"315","U1108",135074,2,2,1,"Seafood","MasterCard-Eurocard"
"316","U1108",135028,1,1,1,"Cafe-Coffee_Shop","VISA"
"317","U1108",135028,1,1,1,"Cafe-Coffee_Shop","cash"
"318","U1108",135028,1,1,1,"Cafe-Coffee_Shop","MasterCard-Eurocard"
"319","U1108",135028,1,1,1,"Sushi","VISA"
"320","U1108",135028,1,1,1,"Sushi","cash"
"321","U1108",135028,1,1,1,"Sushi","MasterCard-Eurocard"
"322","U1108",135028,1,1,1,"Latin_American","VISA"
"323","U1108",135028,1,1,1,"Latin_American","cash"
"324","U1108",135028,1,1,1,"Latin_American","MasterCard-Eurocard"
"325","U1108",135028,1,1,1,"Deli-Sandwiches","VISA"
"326","U1108",135028,1,1,1,"Deli-Sandwiches","cash"
"327","U1108",135028,1,1,1,"Deli-Sandwiches","MasterCard-Eurocard"
"328","U1108",135028,1,1,1,"Mexican","VISA"
"329","U1108",135028,1,1,1,"Mexican","cash"
"330","U1108",135028,1,1,1,"Mexican","MasterCard-Eurocard"
"331","U1108",135028,1,1,1,"Hot_Dogs","VISA"
"332","U1108",135028,1,1,1,"Hot_Dogs","cash"
"333","U1108",135028,1,1,1,"Hot_Dogs","MasterCard-Eurocard"
"334","U1108",135028,1,1,1,"American","VISA"
"335","U1108",135028,1,1,1,"American","cash"
"336","U1108",135028,1,1,1,"American","MasterCard-Eurocard"
"337","U1108",135028,1,1,1,"Fast_Food","VISA"
"338","U1108",135028,1,1,1,"Fast_Food","cash"
"339","U1108",135028,1,1,1,"Fast_Food","MasterCard-Eurocard"
"340","U1108",135028,1,1,1,"Burgers","VISA"
"341","U1108",135028,1,1,1,"Burgers","cash"
"342","U1108",135028,1,1,1,"Burgers","MasterCard-Eurocard"
"343","U1108",135028,1,1,1,"Asian","VISA"
"344","U1108",135028,1,1,1,"Asian","cash"
"345","U1108",135028,1,1,1,"Asian","MasterCard-Eurocard"
"346","U1108",135028,1,1,1,"Pizzeria","VISA"
"347","U1108",135028,1,1,1,"Pizzeria","cash"
"348","U1108",135028,1,1,1,"Pizzeria","MasterCard-Eurocard"
"349","U1108",135028,1,1,1,"Chinese","VISA"
"350","U1108",135028,1,1,1,"Chinese","cash"
"351","U1108",135028,1,1,1,"Chinese","MasterCard-Eurocard"
"352","U1108",135028,1,1,1,"Dessert-Ice_Cream","VISA"
"353","U1108",135028,1,1,1,"Dessert-Ice_Cream","cash"
"354","U1108",135028,1,1,1,"Dessert-Ice_Cream","MasterCard-Eurocard"
"355","U1108",135028,1,1,1,"Cafeteria","VISA"
"356","U1108",135028,1,1,1,"Cafeteria","cash"
"357","U1108",135028,1,1,1,"Cafeteria","MasterCard-Eurocard"
"358","U1108",135028,1,1,1,"Japanese","VISA"
"359","U1108",135028,1,1,1,"Japanese","cash"
"360","U1108",135028,1,1,1,"Japanese","MasterCard-Eurocard"
"361","U1108",135028,1,1,1,"Game","VISA"
"362","U1108",135028,1,1,1,"Game","cash"
"363","U1108",135028,1,1,1,"Game","MasterCard-Eurocard"
"364","U1108",135028,1,1,1,"Family","VISA"
"365","U1108",135028,1,1,1,"Family","cash"
"366","U1108",135028,1,1,1,"Family","MasterCard-Eurocard"
"367","U1108",135028,1,1,1,"Seafood","VISA"
"368","U1108",135028,1,1,1,"Seafood","cash"
"369","U1108",135028,1,1,1,"Seafood","MasterCard-Eurocard"
"370","U1108",135085,1,2,1,"Cafe-Coffee_Shop","VISA"
"371","U1108",135085,1,2,1,"Cafe-Coffee_Shop","cash"
"372","U1108",135085,1,2,1,"Cafe-Coffee_Shop","MasterCard-Eurocard"
"373","U1108",135085,1,2,1,"Sushi","VISA"
"374","U1108",135085,1,2,1,"Sushi","cash"
"375","U1108",135085,1,2,1,"Sushi","MasterCard-Eurocard"
"376","U1108",135085,1,2,1,"Latin_American","VISA"
"377","U1108",135085,1,2,1,"Latin_American","cash"
"378","U1108",135085,1,2,1,"Latin_American","MasterCard-Eurocard"
"379","U1108",135085,1,2,1,"Deli-Sandwiches","VISA"
"380","U1108",135085,1,2,1,"Deli-Sandwiches","cash"
"381","U1108",135085,1,2,1,"Deli-Sandwiches","MasterCard-Eurocard"
"382","U1108",135085,1,2,1,"Mexican","VISA"
"383","U1108",135085,1,2,1,"Mexican","cash"
"384","U1108",135085,1,2,1,"Mexican","MasterCard-Eurocard"
"385","U1108",135085,1,2,1,"Hot_Dogs","VISA"
"386","U1108",135085,1,2,1,"Hot_Dogs","cash"
"387","U1108",135085,1,2,1,"Hot_Dogs","MasterCard-Eurocard"
"388","U1108",135085,1,2,1,"American","VISA"
"389","U1108",135085,1,2,1,"American","cash"
"390","U1108",135085,1,2,1,"American","MasterCard-Eurocard"
"391","U1108",135085,1,2,1,"Fast_Food","VISA"
"392","U1108",135085,1,2,1,"Fast_Food","cash"
"393","U1108",135085,1,2,1,"Fast_Food","MasterCard-Eurocard"
"394","U1108",135085,1,2,1,"Burgers","VISA"
"395","U1108",135085,1,2,1,"Burgers","cash"
"396","U1108",135085,1,2,1,"Burgers","MasterCard-Eurocard"
"397","U1108",135085,1,2,1,"Asian","VISA"
"398","U1108",135085,1,2,1,"Asian","cash"
"399","U1108",135085,1,2,1,"Asian","MasterCard-Eurocard"
"400","U1108",135085,1,2,1,"Pizzeria","VISA"
"401","U1108",135085,1,2,1,"Pizzeria","cash"
"402","U1108",135085,1,2,1,"Pizzeria","MasterCard-Eurocard"
"403","U1108",135085,1,2,1,"Chinese","VISA"
"404","U1108",135085,1,2,1,"Chinese","cash"
"405","U1108",135085,1,2,1,"Chinese","MasterCard-Eurocard"
"406","U1108",135085,1,2,1,"Dessert-Ice_Cream","VISA"
"407","U1108",135085,1,2,1,"Dessert-Ice_Cream","cash"
"408","U1108",135085,1,2,1,"Dessert-Ice_Cream","MasterCard-Eurocard"
"409","U1108",135085,1,2,1,"Cafeteria","VISA"
"410","U1108",135085,1,2,1,"Cafeteria","cash"
"411","U1108",135085,1,2,1,"Cafeteria","MasterCard-Eurocard"
"412","U1108",135085,1,2,1,"Japanese","VISA"
"413","U1108",135085,1,2,1,"Japanese","cash"
"414","U1108",135085,1,2,1,"Japanese","MasterCard-Eurocard"
"415","U1108",135085,1,2,1,"Game","VISA"
"416","U1108",135085,1,2,1,"Game","cash"
"417","U1108",135085,1,2,1,"Game","MasterCard-Eurocard"
"418","U1108",135085,1,2,1,"Family","VISA"
"419","U1108",135085,1,2,1,"Family","cash"
"420","U1108",135085,1,2,1,"Family","MasterCard-Eurocard"
"421","U1108",135085,1,2,1,"Seafood","VISA"
"422","U1108",135085,1,2,1,"Seafood","cash"
"423","U1108",135085,1,2,1,"Seafood","MasterCard-Eurocard"
"424","U1108",135032,2,1,2,"Cafe-Coffee_Shop","VISA"
"425","U1108",135032,2,1,2,"Cafe-Coffee_Shop","cash"
"426","U1108",135032,2,1,2,"Cafe-Coffee_Shop","MasterCard-Eurocard"
"427","U1108",135032,2,1,2,"Sushi","VISA"
"428","U1108",135032,2,1,2,"Sushi","cash"
"429","U1108",135032,2,1,2,"Sushi","MasterCard-Eurocard"
"430","U1108",135032,2,1,2,"Latin_American","VISA"
"431","U1108",135032,2,1,2,"Latin_American","cash"
"432","U1108",135032,2,1,2,"Latin_American","MasterCard-Eurocard"
"433","U1108",135032,2,1,2,"Deli-Sandwiches","VISA"
"434","U1108",135032,2,1,2,"Deli-Sandwiches","cash"
"435","U1108",135032,2,1,2,"Deli-Sandwiches","MasterCard-Eurocard"
"436","U1108",135032,2,1,2,"Mexican","VISA"
"437","U1108",135032,2,1,2,"Mexican","cash"
"438","U1108",135032,2,1,2,"Mexican","MasterCard-Eurocard"
"439","U1108",135032,2,1,2,"Hot_Dogs","VISA"
"440","U1108",135032,2,1,2,"Hot_Dogs","cash"
"441","U1108",135032,2,1,2,"Hot_Dogs","MasterCard-Eurocard"
"442","U1108",135032,2,1,2,"American","VISA"
"443","U1108",135032,2,1,2,"American","cash"
"444","U1108",135032,2,1,2,"American","MasterCard-Eurocard"
"445","U1108",135032,2,1,2,"Fast_Food","VISA"
"446","U1108",135032,2,1,2,"Fast_Food","cash"
"447","U1108",135032,2,1,2,"Fast_Food","MasterCard-Eurocard"
"448","U1108",135032,2,1,2,"Burgers","VISA"
"449","U1108",135032,2,1,2,"Burgers","cash"
"450","U1108",135032,2,1,2,"Burgers","MasterCard-Eurocard"
"451","U1108",135032,2,1,2,"Asian","VISA"
"452","U1108",135032,2,1,2,"Asian","cash"
"453","U1108",135032,2,1,2,"Asian","MasterCard-Eurocard"
"454","U1108",135032,2,1,2,"Pizzeria","VISA"
"455","U1108",135032,2,1,2,"Pizzeria","cash"
"456","U1108",135032,2,1,2,"Pizzeria","MasterCard-Eurocard"
"457","U1108",135032,2,1,2,"Chinese","VISA"
"458","U1108",135032,2,1,2,"Chinese","cash"
"459","U1108",135032,2,1,2,"Chinese","MasterCard-Eurocard"
"460","U1108",135032,2,1,2,"Dessert-Ice_Cream","VISA"
"461","U1108",135032,2,1,2,"Dessert-Ice_Cream","cash"
"462","U1108",135032,2,1,2,"Dessert-Ice_Cream","MasterCard-Eurocard"
"463","U1108",135032,2,1,2,"Cafeteria","VISA"
"464","U1108",135032,2,1,2,"Cafeteria","cash"
"465","U1108",135032,2,1,2,"Cafeteria","MasterCard-Eurocard"
"466","U1108",135032,2,1,2,"Japanese","VISA"
"467","U1108",135032,2,1,2,"Japanese","cash"
"468","U1108",135032,2,1,2,"Japanese","MasterCard-Eurocard"
